time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2024-01-01T00:00:00Z,0.0,36.375,-122.375,0.8882885
2024-01-01T00:00:00Z,0.0,36.375,-122.36250000000001,0.85101473
2024-01-01T00:00:00Z,0.0,36.375,-122.35,0.77353454
2024-01-01T00:00:00Z,0.0,36.375,-122.3375,0.803971
2024-01-01T00:00:00Z,0.0,36.375,-122.32499999999999,0.79876477
2024-01-01T00:00:00Z,0.0,36.375,-122.3125,0.7934768
2024-01-01T00:00:00Z,0.0,36.375,-122.30000000000001,0.7228569
2024-01-01T00:00:00Z,0.0,36.375,-122.2875,0.8503492
2024-01-01T00:00:00Z,0.0,36.375,-122.275,0.9190561
2024-01-01T00:00:00Z,0.0,36.375,-122.26249999999999,0.7428308
2024-01-01T00:00:00Z,0.0,36.375,-122.25,0.80274177
2024-01-01T00:00:00Z,0.0,36.375,-122.23750000000001,0.7405452
2024-01-01T00:00:00Z,0.0,36.375,-122.225,0.8133553
2024-01-01T00:00:00Z,0.0,36.375,-122.2125,0.94209856
2024-01-01T00:00:00Z,0.0,36.375,-122.19999999999999,0.83130425
2024-01-01T00:00:00Z,0.0,36.375,-122.1875,0.6805449
2024-01-01T00:00:00Z,0.0,36.375,-122.17500000000001,0.8020802
2024-01-01T00:00:00Z,0.0,36.375,-122.1625,0.9629243
2024-01-01T00:00:00Z,0.0,36.375,-122.15,1.0417758
2024-01-01T00:00:00Z,0.0,36.375,-122.13749999999999,1.6298093
2024-01-01T00:00:00Z,0.0,36.375,-122.125,0.8484583
2024-01-01T00:00:00Z,0.0,36.375,-122.11250000000001,0.79086614
2024-01-01T00:00:00Z,0.0,36.375,-122.1,9.706905
2024-01-01T00:00:00Z,0.0,36.375,-122.0875,0.6905783
2024-01-01T00:00:00Z,0.0,36.375,-122.07499999999999,0.80048925
2024-01-01T00:00:00Z,0.0,36.375,-122.0625,0.949846
2024-01-01T00:00:00Z,0.0,36.375,-122.05000000000001,0.83046746
2024-01-01T00:00:00Z,0.0,36.375,-122.0375,0.87540233
2024-01-01T00:00:00Z,0.0,36.375,-122.025,0.9804554
2024-01-01T00:00:00Z,0.0,36.375,-122.01249999999999,1.2275709
2024-01-01T00:00:00Z,0.0,36.375,-122.0,2.845487
2024-01-01T00:00:00Z,0.0,36.375,-121.98750000000001,2.7552962
2024-01-01T00:00:00Z,0.0,36.375,-121.975,1.292125
2024-01-01T00:00:00Z,0.0,36.375,-121.9625,0.9910853
2024-01-01T00:00:00Z,0.0,36.375,-121.94999999999999,1.2232465
2024-01-01T00:00:00Z,0.0,36.375,-121.9375,1.4017022
2024-01-01T00:00:00Z,0.0,36.375,-121.92500000000001,1.9329954
2024-01-01T00:00:00Z,0.0,36.375,-121.9125,2.0166698
2024-01-01T00:00:00Z,0.0,36.375,-121.9,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.88749999999999,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.875,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.86250000000001,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.85,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.8375,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.82499999999999,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.8125,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.80000000000001,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.7875,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.775,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.76249999999999,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.75,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.73750000000001,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.725,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.7125,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.69999999999999,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.6875,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.67500000000001,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.6625,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.65,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.63749999999999,NaN
2024-01-01T00:00:00Z,0.0,36.375,-121.625,NaN
2024-01-01T00:00:00Z,0.0,36.3875,-122.375,0.91136247
2024-01-01T00:00:00Z,0.0,36.3875,-122.36250000000001,0.86087924
2024-01-01T00:00:00Z,0.0,36.3875,-122.35,0.8555892
2024-01-01T00:00:00Z,0.0,36.3875,-122.3375,0.8095749
2024-01-01T00:00:00Z,0.0,36.3875,-122.32499999999999,0.90817803
2024-01-01T00:00:00Z,0.0,36.3875,-122.3125,0.7422468
